pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_radeerr1,pl_radeerr2,st_teff,st_rad,radius_frac_error
TOI-682.01,TOI-682,2021,Transit,6.8392388,3.74186,0.251835,-0.251835,5085.0,1.08,0.06730209040423746
Kepler-534 b,Kepler-534,2016,Transit,15.95994513,2.24,0.08,-0.07,5884.0,0.98,0.03571428571428571
TOI-512 b,TOI-512,2025,Transit,7.18886,1.54,0.1,-0.1,5277.0,0.89,0.06493506493506494
Kepler-1270 b,Kepler-1270,2016,Transit,6.03356196,3.32,0.3,-0.65,5047.0,3.38,0.1957831325301205
Kepler-172 c,Kepler-172,2014,Transit,6.388996,2.86,0.53,-0.53,5526.0,1.085,0.18531468531468534
K2-266 d,K2-266,2018,Transit,14.697,2.93,0.14,-0.12,4285.0,0.703,0.04778156996587031
Kepler-1022 b,Kepler-1022,2016,Transit,10.99469878,2.36,0.08,-0.28,4445.0,0.68,0.11864406779661019
Kepler-133 b,Kepler-133,2014,Transit,8.129976,1.76,0.3,-0.3,5736.0,1.425,0.17045454545454544
Kepler-283 c,Kepler-283,2014,Transit,92.743711,1.82,0.12,-0.12,4351.0,0.566,0.06593406593406594
Kepler-631 b,Kepler-631,2016,Transit,17.97979059,2.9,0.32,-0.23,6185.0,1.33,0.11034482758620691
Kepler-1086 b,Kepler-1086,2016,Transit,18.78425728,2.44,0.35,-0.28,4350.0,0.66,0.14344262295081966
Kepler-1023 b,Kepler-1023,2016,Transit,62.1387714,2.63,0.3,-0.18,5494.0,0.89,0.11406844106463879
Kepler-104 c,Kepler-104,2014,Transit,23.668205,3.13,0.55,-0.55,5711.0,1.349,0.1757188498402556
Kepler-1115 b,Kepler-1115,2016,Transit,23.5540725,1.7,0.29,-0.2,8480.0,1.73,0.17058823529411765
