pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_radeerr1,pl_radeerr2,st_teff,st_rad
Kepler-465 b,Kepler-465,2016,Transit,9.940672466,2.95,0.25,-0.16,6310.0,1.29
Kepler-953 c,Kepler-953,2016,Transit,9.10967112,1.19,0.11,-0.09,5416.0,0.99
Wolf 503 b,Wolf 503,2018,Transit,6.00127,2.043,0.069,-0.069,4716.0,0.689
Kepler-1525 b,Kepler-1525,2016,Transit,2.416601183,0.91,0.06,-0.04,5748.0,1.04
Kepler-1009 b,Kepler-1009,2016,Transit,11.35011917,2.17,0.27,-0.24,4027.0,0.57
TOI-1075 b,TOI-1075,2022,Transit,0.6047328,1.791,0.116,-0.081,3875.0,0.581
Kepler-250 c,Kepler-250,2014,Transit,7.156804,2.28,1.31,-1.31,5160.0,0.805
Kepler-1420 b,Kepler-1420,2016,Transit,6.69960006,1.28,0.14,-0.12,5187.0,0.79
K2-227 b,K2-227,2018,Transit,13.621832,1.66551298,1.22117412,-0.17927703,5673.0,0.890666
TOI-672 b,TOI-672,2023,Transit,3.633581,5.31,0.24,-0.26,3810.0,0.54
K2-333 b,K2-333,2021,Transit,14.759287,6.18,0.28,-0.25,5880.0,1.22
TOI-1696 b,TOI-1696,2022,Transit,2.500311,3.09,0.11,-0.11,3185.0,0.2775
Kepler-1514 c,Kepler-1514,2020,Transit,10.514181,1.1758241,0.0571659,-0.0437151,6145.0,1.289
Kepler-1562 b,Kepler-1562,2016,Transit,64.2737752,3.55,1.0,-0.42,5760.0,1.05
Kepler-79 e,Kepler-79,2014,Transit,81.0665,3.53,0.16,-0.16,6389.0,1.316
Kepler-235 c,Kepler-235,2014,Transit,7.824904,1.28,0.08,-0.08,4255.0,0.554
HATS-31 b,HATS-31,2016,Transit,3.37796,18.38276,2.46598,-2.46598,6050.0,1.87
Kepler-20 d,Kepler-20,2011,Transit,77.611455,2.606,0.053,-0.039,5495.0,0.9164
K2-165 c,K2-165,2018,Transit,4.382745,1.55409035,0.20925649,-0.11010438,5185.0,0.803827
TOI-904 b,TOI-904,2023,Transit,10.8772,2.426,0.163,-0.152,3770.2,0.527
TOI-1130 b,TOI-1130,2020,Transit,4.074554,3.66,0.03,-0.04,4360.0,0.697
TOI-1268 b,TOI-1268,2022,Transit,8.1577094,9.1,0.6,-0.6,5300.0,0.92
Kepler-947 b,Kepler-947,2016,Transit,26.9644317,2.28,0.23,-0.23,5508.0,0.87
TOI-4561 b,TOI-4561,2026,Transit,8.93547936706,1.77789214,0.26732078,-0.19848508,5537.93,0.851957
TOI-1246 c,TOI-1246,2022,Transit,5.904137,2.45109846,0.13824169,-0.08751012,5213.0,0.8649
Kepler-1402 b,Kepler-1402,2016,Transit,2.03387914,0.76,0.08,-0.07,5416.0,0.87
K2-27 b,K2-27,2016,Transit,6.771347,4.74,0.13,-0.06,5246.0,0.876
Kepler-689 b,Kepler-689,2016,Transit,22.36656079,2.89,0.35,-0.23,5518.0,0.88
TOI-677 b,TOI-677,2020,Transit,11.2365985,13.11450742,0.32506044,-0.33626942,6295.0,1.28
Kepler-271 b,Kepler-271,2014,Transit,10.43547805,1.23,0.08,-0.07,5555.0,0.87
CoRoT-24 c,CoRoT-24,2014,Transit,11.759,5.0,0.5,-0.5,4950.0,0.86
K2-175 b,K2-175,2018,Transit,9.525988,2.03803688,0.35536293,-0.27066826,5909.0,1.420038
K2-21 c,K2-21,2015,Transit,15.50192,2.49,0.17,-0.19,4222.06,0.646783
Kepler-1205 b,Kepler-1205,2016,Transit,1.078390352,1.41,0.1,-0.09,5226.0,0.81
TIC 77552382 b,TIC 77552382,2026,Transit,3.51025904942,5.69176189,0.68938597,-0.51868695,4981.07,0.886956
Kepler-1814 c,Kepler-1814,2023,Transit,0.626281766,1.76,0.13,-0.18,4922.0,0.823
Kepler-1067 c,Kepler-1067,2021,Transit,5.425839901,1.74682428,,,5594.0,0.934
Kepler-336 c,Kepler-336,2014,Transit,9.600001,2.1,0.37,-0.37,5867.0,1.304
Kepler-252 b,Kepler-252,2014,Transit,6.668391,1.23,0.12,-0.12,4208.0,0.549
EPIC 201841433 b,EPIC 201841433,2019,Transit,4.1698,1.04,0.037,-0.032,5053.0,0.628461
WASP-75 b,WASP-75,2013,Transit,2.484193,14.235,0.538,-0.538,6100.0,1.26
Kepler-1181 b,Kepler-1181,2016,Transit,4.89337519,1.57,0.65,-0.26,6176.0,1.3
TOI-6884 b,TOI-6884,2026,Transit,4.808264,10.39072511,0.57165802,-0.582867,6330.0,1.84
Kepler-423 b,Kepler-423,2014,Transit,2.6843285,13.361,0.583,-0.583,5560.0,0.95
Kepler-65 d,Kepler-65,2012,Transit,8.13123,1.52,0.04,-0.04,6211.0,1.41
K2-79 b,K2-79,2016,Transit,10.995039,4.15,0.19,-0.18,5897.0,1.269
Kepler-1395 b,Kepler-1395,2016,Transit,3.78470649,0.8,0.09,-0.06,6138.0,1.23
Kepler-201 b,Kepler-201,2014,Transit,25.672083,2.46,0.48,-0.48,6065.0,1.229
Kepler-1518 b,Kepler-1518,2016,Transit,5.11177904,3.05,0.92,-0.63,6846.0,1.88
Kepler-1383 b,Kepler-1383,2016,Transit,13.9093583,1.41,0.63,-0.29,6370.0,1.44
Kepler-229 c,Kepler-229,2014,Transit,16.068638,4.92,1.74,-1.74,5120.0,0.728
Kepler-800 b,Kepler-800,2016,Transit,14.13176026,2.85,0.34,-0.26,5315.0,0.82
Kepler-561 b,Kepler-561,2016,Transit,58.3620495,6.96,1.21,-0.61,5646.0,0.94
Kepler-1272 b,Kepler-1272,2016,Transit,51.1309704,2.37,0.7,-0.32,5926.0,1.09
WASP-47 e,WASP-47,2015,Transit,0.78961,1.83,0.02,-0.02,5565.0,1.156
Kepler-137 c,Kepler-137,2014,Transit,18.735753,1.88,0.14,-0.14,5187.0,0.802
TOI-782 b,TOI-782,2024,Transit,8.0240015,2.734,0.085,-0.085,3370.0,0.413
Kepler-309 c,Kepler-309,2014,Transit,105.356383,2.51,0.18,-0.18,4713.0,0.721
HAT-P-65 b,HAT-P-65,2016,Transit,2.60544751,18.05766791,0.26901554,-0.26901554,5872.0,1.666
Kepler-722 b,Kepler-722,2016,Transit,4.093573252,2.63,0.71,-0.29,5863.0,1.05
Kepler-1478 b,Kepler-1478,2016,Transit,26.0840594,1.73,0.47,-0.19,5904.0,1.06
Kepler-418 c,Kepler-418,2021,Transit,12.21829987,5.22108654,,,5822.0,1.081
HD 110067 d,HD 110067,2023,Transit,20.519617,2.852,0.039,-0.039,5266.0,0.788
Kepler-333 c,Kepler-333,2014,Transit,24.08821,1.11,0.2,-0.2,4259.0,0.534
Kepler-203 c,Kepler-203,2014,Transit,5.370647,2.47,0.47,-0.47,5821.0,1.114
TOI-1203.01,TOI-1203,2021,Transit,25.502672,2.918,0.046,-0.045,5737.0,1.179
Kepler-238 d,Kepler-238,2014,Transit,13.233549,3.07,0.57,-0.57,5751.0,1.43
Kepler-221 b,Kepler-221,2014,Transit,2.795906,1.71,0.17,-0.17,5243.0,0.821
Kepler-745 b,Kepler-745,2016,Transit,9.93143556,2.16,0.58,-0.22,5849.0,1.04
Kepler-810 b,Kepler-810,2016,Transit,4.59725385,1.93,0.41,-0.19,5803.0,1.04
Kepler-1365 c,Kepler-1365,2016,Transit,4.77468005,0.8,0.12,-0.08,5770.0,1.05
Kepler-353 b,Kepler-353,2014,Transit,5.795278,0.89,0.06,-0.06,3903.0,0.504
HD 28109 d,HD 28109,2022,Transit,84.2899,3.11,0.15,-0.15,6189.0,1.425
CoRoT-21 b,CoRoT-21,2012,Transit,2.72474,14.5717,1.56926,-1.56926,6200.0,1.95
Kepler-716 b,Kepler-716,2016,Transit,10.37168453,2.9,0.35,-0.17,5099.0,0.78
TOI-4034 b,TOI-4034,2026,Transit,1.8020932,17.71018951,0.22417961,-0.22417961,5891.0,1.83
Kepler-101 b,Kepler-101,2014,Transit,3.4876812,5.77,0.85,-0.79,5667.0,1.56
HAT-P-4 b,HAT-P-4,2007,Transit,3.056536,14.28,0.549,-0.673,5860.0,1.596
Kepler-619 d,Kepler-619,2023,Transit,11.67894236,4.17,1.31,-0.44,6122.0,0.964
Kepler-411 c,Kepler-411,2016,Transit,7.834435,4.421,0.062,-0.062,4974.0,0.82
Kepler-1601 b,Kepler-1601,2016,Transit,2.20921951,0.82,0.24,-0.11,5869.0,1.07
K2-66 b,K2-66,2016,Transit,5.06963,2.49,0.34,-0.24,5887.0,1.67
TOI-1691 b,TOI-1691,2024,Transit,16.736888935,3.66,0.236,-0.207,5759.0,1.0
K2-230 b,K2-230,2018,Transit,2.86041,1.96,0.18,-0.16,5945.0,1.39
Kepler-1026 b,Kepler-1026,2016,Transit,36.5156053,2.21,0.33,-0.15,4948.0,0.75
Kepler-445 b,Kepler-445,2015,Transit,2.984151,1.58,0.23,-0.23,3157.0,0.21
K2-117 b,K2-117,2017,Transit,1.2916,2.03,0.1,-0.1,3778.0,0.51
Kepler-138 d,Kepler-138,2014,Transit,23.0923,1.51,0.04,-0.04,3841.0,0.535
Kepler-540 b,Kepler-540,2016,Transit,172.7049784,2.71,0.38,-0.26,5946.0,1.08
TIC 437041147 b,TIC 437041147,2026,Transit,3.82301421497,2.21526814,0.32466894,-0.29917369,5224.36,0.961092
Kepler-33 c,Kepler-33,2011,Transit,13.17562,3.2,0.3,-0.3,5904.0,1.82
KELT-10 b,KELT-10,2016,Transit,4.1662739,15.681391,0.773421,-0.549241,5948.0,1.209
Kepler-583 b,Kepler-583,2016,Transit,6.5100253,2.28,0.29,-0.15,5523.0,0.91
Kepler-1649 c,Kepler-1649,2020,Transit,19.53527,1.06,0.15,-0.1,3240.0,0.2317
Kepler-1167 b,Kepler-1167,2016,Transit,1.003933739,1.71,0.12,-0.12,4971.0,0.75
WASP-57 b,WASP-57,2012,Transit,2.83891856,11.76945,0.594077,-0.594077,5600.0,0.927
Kepler-1779 b,Kepler-1779,2021,Transit,16.34359932,3.03295685,,,5730.0,1.056
Kepler-1770 b,Kepler-1770,2021,Transit,16.84189987,2.84141754,,,5602.0,1.009
Kepler-216 b,Kepler-216,2014,Transit,7.693641,2.35,0.46,-0.46,6091.0,1.26
TOI-2768 b,TOI-2768,2024,Transit,1.50801,2.63,0.45,-0.44,4008.0,0.657
Kepler-529 d,Kepler-529,2021,Transit,35.86619949,2.79502603,,,6078.0,1.189
Kepler-381 d,Kepler-381,2021,Transit,8.256299973,1.0667865,,,6197.0,2.188
Kepler-296 d,Kepler-296,2014,Transit,19.850291,2.09,0.33,-0.32,3740.0,0.48
Kepler-1739 b,Kepler-1739,2021,Transit,7.343709946,2.43056832,,,5757.0,0.762
Kepler-278 b,Kepler-278,2014,Transit,30.1556,3.955,0.08,-0.08,4965.0,2.861
Kepler-615 b,Kepler-615,2016,Transit,10.35584657,1.74,0.09,-0.1,4655.0,0.69
TOI-6383 A b,TOI-6383 A,2024,Transit,1.79058695,11.29,0.41,-0.37,3444.0,0.457
K2-268 e,K2-268,2021,Transit,6.131243,1.33,0.11,-0.08,5106.0,0.78
Kepler-1638 b,Kepler-1638,2016,Transit,259.33683,1.87,0.33,-0.22,5710.0,0.95
Kepler-1254 d,Kepler-1254,2016,Transit,5.72717226,1.31,0.09,-0.11,4985.0,0.75
Kepler-752 b,Kepler-752,2016,Transit,18.82747265,2.81,0.26,-0.21,5373.0,0.83
Kepler-1692 b,Kepler-1692,2020,Transit,5.95966,1.11177184,,,5146.0,0.866139
K2-45 b,K2-45,2016,Transit,1.7292684,6.71,0.0,0.0,4103.0,0.445
TOI-4504 b,TOI-4504,2024,Transit,2.42614,2.691,0.191,-0.191,5315.0,0.92
Kepler-148 b,Kepler-148,2014,Transit,1.729366,1.8,0.87,-0.87,5272.0,0.851
Kepler-1760 b,Kepler-1760,2021,Transit,38.3260994,2.28995546,,,5229.0,0.903
Kepler-6 b,Kepler-6,2009,Transit,3.2346996,14.616536,0.201762,-0.369897,5647.0,1.391
Kepler-1756 b,Kepler-1756,2021,Transit,2.355750084,1.47199944,,,4915.0,0.812
Kepler-299 e,Kepler-299,2014,Transit,38.285489,1.87,0.39,-0.39,5617.0,1.032
Kepler-1064 b,Kepler-1064,2016,Transit,16.54080322,1.55,0.07,-0.05,5153.0,0.79
K2-366 b,K2-366,2022,Transit,15.937039,2.359,0.187,-0.167,5601.0,0.94
Kepler-766 b,Kepler-766,2016,Transit,6.10027804,3.39,0.93,-0.4,5992.0,1.15
Kepler-373 b,Kepler-373,2014,Transit,5.535309,1.36,0.67,-0.67,5787.0,0.845
Kepler-208 b,Kepler-208,2014,Transit,4.22864,1.63,0.3,-0.3,6092.0,1.314
HATS-13 b,HATS-13,2015,Transit,3.0440499,13.585308,0.392315,-0.392315,5523.0,0.887
Kepler-1146 b,Kepler-1146,2016,Transit,2.352265797,1.23,0.1,-0.08,4692.0,0.7
TOI-5300 b,TOI-5300,2025,Transit,2.262196,9.86390302,0.89671846,-0.89671846,4610.0,0.65
WASP-100 b,WASP-100,2014,Transit,2.84938,14.90797,1.56926,-1.56926,6900.0,1.57
Kepler-1643 b,Kepler-1643,2016,Transit,5.342657,2.32,0.13,-0.13,4916.0,0.855
XO-4 b,XO-4,2010,Transit,4.12508,14.01125,0.89672,-0.89672,6397.0,1.45
Kepler-1969 b,Kepler-1969,2021,Transit,6.647520065,1.68161001,,,6046.0,1.007
WASP-13 b,WASP-13,2009,Transit,4.35301,13.67498,1.56926,-1.56926,5950.0,1.37
TOI-5799 b,TOI-5799,2024,Transit,4.164507,1.733,0.096,-0.09,3452.0,0.321
Kepler-1963 b,Kepler-1963,2021,Transit,1.962260008,0.74437023,,,5726.0,0.979
Kepler-426 b,Kepler-426,2014,Transit,3.21751883,12.22,0.34,-0.34,5725.0,0.92
NGTS-33 b,NGTS-33,2024,Transit,2.827972,18.38272835,0.78462865,-0.78462865,7437.0,1.47
Kepler-1834 b,Kepler-1834,2021,Transit,4.603010178,1.4593834,,,4821.0,0.788
Kepler-122 e,Kepler-122,2014,Transit,37.993273,2.6,0.54,-0.54,6050.0,1.216
Kepler-1276 b,Kepler-1276,2016,Transit,12.5720095,1.19,0.2,-0.11,6188.0,1.21
Kepler-1653 b,Kepler-1653,2017,Transit,140.2524,2.17,0.16,-0.23,4807.0,0.693
Kepler-1410 b,Kepler-1410,2016,Transit,60.866168,1.78,0.12,-0.14,4092.0,0.6
TIC 423703298 b,TIC 423703298,2026,Transit,4.03712711976,2.77230429,0.34462473,-0.29893732,4540.37,0.729825
Kepler-1864 b,Kepler-1864,2021,Transit,3.881510019,0.75408365,,,5854.0,0.979
Kepler-1750 b,Kepler-1750,2021,Transit,205.9120026,6.00434637,,,5644.0,0.969
WASP-24 b,WASP-24,2010,Transit,2.34121,15.46842,1.79344,-1.79344,6075.0,1.42
KELT-8 b,KELT-8,2015,Transit,3.24406,18.15858,1.1209,-1.1209,5754.0,1.46
Kepler-304 d,Kepler-304,2014,Transit,9.653471,2.75,0.21,-0.21,4731.0,0.687
K2-110 b,K2-110,2017,Transit,13.86375,2.592,0.098,-0.097,5010.0,0.713
K2-32 d,K2-32,2016,Transit,31.71701,3.484,0.112,-0.129,5271.0,0.86
Kepler-1101 b,Kepler-1101,2016,Transit,81.3151059,2.47,0.37,-0.21,5614.0,0.91
Kepler-58 d,Kepler-58,2014,Transit,40.101371,2.94,1.4,-1.4,6099.0,1.127
Kepler-1090 b,Kepler-1090,2016,Transit,198.680179,2.25,0.21,-0.17,5321.0,0.82
Kepler-1110 b,Kepler-1110,2016,Transit,9.69312032,2.66,0.38,-0.26,4781.0,0.7
K2-407 c,K2-407,2022,Transit,9.22453,1.36,0.096,-0.088,5563.0,0.927
Kepler-334 d,Kepler-334,2014,Transit,25.09849,1.41,0.26,-0.26,5828.0,1.068
TOI-1470 b,TOI-1470,2023,Transit,2.527093,2.18,0.04,-0.04,3709.0,0.469
TOI-4342 c,TOI-4342,2023,Transit,10.688662,2.349,0.094,-0.092,3866.0,0.598
TOI-2207 b,TOI-2207,2022,Transit,8.001968,11.1529358,0.31385146,-0.30264248,6101.0,1.564
K2-3 b,K2-3,2015,Transit,10.0546535,2.078,0.076,-0.067,3844.0,0.546
OGLE-TR-182 b,OGLE-TR-182,2007,Transit,3.9791,12.666,2.69,-0.897,5924.0,1.14
Kepler-208 d,Kepler-208,2014,Transit,11.131786,1.2,0.23,-0.23,6092.0,1.314
Kepler-1129 c,Kepler-1129,2016,Transit,76.5369586,2.73,0.46,-0.27,5831.0,1.0
Kepler-1553 b,Kepler-1553,2016,Transit,4.24261881,1.15,0.1,-0.09,5288.0,0.81
Kepler-1374 b,Kepler-1374,2016,Transit,10.65276707,2.29,0.2,-0.18,5323.0,0.81
WASP-139 b,WASP-139,2016,Transit,5.924262,8.9672,0.56045,-0.56045,5310.0,0.8
Kepler-639 b,Kepler-639,2016,Transit,10.21420496,2.38,0.55,-0.34,5896.0,1.29
Kepler-655 b,Kepler-655,2016,Transit,46.4063358,2.71,0.41,-0.27,6170.0,1.24
HAT-P-14 b,HAT-P-14,2010,Transit,4.62767,15.91678,1.34508,-1.34508,6600.0,1.82
Kepler-1461 b,Kepler-1461,2016,Transit,29.3494775,2.03,0.09,-0.16,4919.0,0.74
NGTS-23 b,NGTS-23,2022,Transit,4.0764326,14.20177855,0.33626942,-0.33626942,6057.0,1.24
Kepler-340 b,Kepler-340,2014,Transit,14.844387,2.53,0.6,-0.6,6620.0,1.85
Kepler-252 c,Kepler-252,2014,Transit,10.848463,2.15,0.13,-0.13,4208.0,0.549
TOI-2669 b,TOI-2669,2022,Transit,6.2034,19.72780603,1.79343691,-1.79343691,4800.0,4.1
WASP-93 b,WASP-93,2016,Transit,2.7325321,17.900773,0.863093,-0.863093,6700.0,1.524
Kepler-299 b,Kepler-299,2014,Transit,2.927128,1.32,0.27,-0.27,5617.0,1.032
Kepler-276 b,Kepler-276,2014,Transit,14.12841,2.87,1.35,-1.35,6105.0,1.046
Kepler-958 b,Kepler-958,2016,Transit,9.7678805,2.06,0.1,-0.08,5421.0,0.86
K2-384 f,K2-384,2022,Transit,13.62749,2.222,0.091,-0.082,3623.0,0.348
Kepler-381 b,Kepler-381,2014,Transit,5.629021,0.99,0.22,-0.22,6152.0,1.568
Kepler-202 b,Kepler-202,2014,Transit,4.069427,1.63,0.1,-0.1,4668.0,0.667
TIC 349520724 b,TIC 349520724,2026,Transit,7.94044635021,2.82626313,0.431678,-0.2920587,5098.6,0.818771
TOI-1346 c,TOI-1346,2025,Transit,5.502558,2.23,0.14,-0.14,5099.0,0.78
K2-187 c,K2-187,2018,Transit,2.871512,1.4,0.2,-0.2,5438.0,0.83
Kepler-1624 b,Kepler-1624,2016,Transit,3.290314,6.59,0.17,-0.17,3768.0,0.552
TOI-198 b,TOI-198,2023,Transit,10.215213,1.36,0.13,-0.13,3801.0,0.418
Kepler-963 b,Kepler-963,2016,Transit,9.97683705,2.66,0.3,-0.19,5461.0,0.87
Kepler-846 b,Kepler-846,2016,Transit,19.80792185,2.48,0.32,-0.18,5579.0,0.91
TOI-561 b,TOI-561,2020,Transit,0.4465697,1.397,0.027,-0.027,5342.0,0.843
K2-271 b,K2-271,2018,Transit,8.562421,7.28,0.23,-0.23,5644.0,0.99
WASP-188 b,WASP-188,2025,Transit,5.748916,14.81827249,0.57165802,-0.57165802,6850.0,1.83
K2-36 b,K2-36,2016,Transit,1.422614,1.43,0.08,-0.08,4916.0,0.718
WASP-97 b,WASP-97,2014,Transit,2.07276,12.77826,0.67254,-0.67254,5640.0,1.08
Kepler-1798 b,Kepler-1798,2021,Transit,16.85589981,2.30911251,,,3967.0,0.587
TOI-2992 b,TOI-2992,2025,Transit,3.007812,13.75341932,0.50440413,-0.50440413,6000.0,1.545
TOI-4201 b,TOI-4201,2023,Transit,3.5819194,13.67495645,0.44835923,-0.44835923,3794.0,0.63
Kepler-495 c,Kepler-495,2021,Transit,5.896609783,1.21936414,,,5392.0,1.087
Kepler-268 c,Kepler-268,2014,Transit,83.446393,3.38,0.69,-0.69,6081.0,1.274
K2-331 c,K2-331,2021,Transit,22.996591,2.72,0.14,-0.1,5994.0,1.06
K2-268 b,K2-268,2018,Transit,2.151676,1.5,0.12,-0.07,5106.0,0.78
Kepler-1584 b,Kepler-1584,2016,Transit,13.3997099,1.61,0.4,-0.21,6069.0,1.13
Kepler-1368 b,Kepler-1368,2016,Transit,0.675649486,1.65,0.35,-0.17,5906.0,1.08
Kepler-924 b,Kepler-924,2016,Transit,61.0370117,3.07,1.11,-0.61,6167.0,1.23
Kepler-1542 c,Kepler-1542,2016,Transit,2.89223021,0.65,0.09,-0.06,5564.0,0.99
K2-102 b,K2-102,2016,Transit,9.915615,1.3,0.1,-0.1,4695.0,0.71
Kepler-331 c,Kepler-331,2014,Transit,17.28111,1.84,0.19,-0.19,4347.0,0.492
Kepler-1096 b,Kepler-1096,2016,Transit,2.892217506,1.24,0.37,-0.08,4306.0,0.63
K2-404 b,K2-404,2022,Transit,13.115365,2.53,0.084,-0.083,3748.0,0.552
TOI-615 b,TOI-615,2023,Transit,4.6615983,18.97680433,0.582867,-0.6389119,6850.0,1.732
Kepler-303 c,Kepler-303,2014,Transit,7.061149,1.14,0.09,-0.09,3944.0,0.485
WASP-99 b,WASP-99,2014,Transit,5.75251,11.43318,0.67254,-0.67254,6150.0,1.64
HD 56414 b,HD 56414,2022,Transit,29.04992,3.71,0.2,-0.2,8500.0,1.751
Kepler-1388 b,Kepler-1388,2016,Transit,12.2854603,2.59,0.13,-0.14,4098.0,0.61
TOI-628 b,TOI-628,2021,Transit,3.4095675,11.88154,0.459569,-0.381106,6250.0,1.345
Kepler-92 c,Kepler-92,2013,Transit,26.723,2.6,0.08,-0.08,5883.0,1.7
Kepler-552 b,Kepler-552,2016,Transit,5.263415765,3.95,0.82,-0.57,5863.0,1.04
MASCARA-4 b,MASCARA-4,2020,Transit,2.8240932,16.98160576,0.49319515,-0.49319515,7800.0,1.79
Kepler-1846 b,Kepler-1846,2021,Transit,14.82009983,1.76378826,,,4825.0,0.732
EPIC 248847494 b,EPIC 248847494,2018,Transit,3650.0,12.44199,0.78463,-0.78463,4898.0,2.7
TOI-2719 b,TOI-2719,2025,Transit,3.37594,5.98,0.46,-0.46,5762.0,1.69
HAT-P-24 b,HAT-P-24,2010,Transit,3.35524,14.5717,2.35389,-2.35389,6373.0,1.38
KOI-94 e,KOI-94,2013,Transit,54.32031,6.56,0.62,-0.62,6182.0,1.52
NGTS-24 b,NGTS-24,2022,Transit,3.4678796,13.60770257,0.65012088,-0.6949568,5820.0,1.64
Qatar-8 b,Qatar-8,2019,Transit,3.71495,14.403565,0.246598,-0.246598,5738.0,1.315
Kepler-288 c,Kepler-288,2014,Transit,19.305772,2.85,1.36,-1.36,5918.0,1.091
Kepler-1258 b,Kepler-1258,2016,Transit,0.984940167,0.86,0.13,-0.08,5839.0,0.99
TOI-159 b,TOI-159,2026,Transit,3.7628396,18.18,0.16,-0.16,7287.0,1.62
TOI-6628 b,TOI-6628,2025,Transit,18.18424,10.98480109,0.67253884,-0.67253884,5463.0,1.01
TOI-2093 c,TOI-2093,2025,Transit,53.81149,2.3,0.12,-0.12,4426.0,0.729
Kepler-33 f,Kepler-33,2011,Transit,41.02902,4.46,0.41,-0.41,5904.0,1.82
TOI-715 b,TOI-715,2023,Transit,19.288004,1.55,0.064,-0.064,3075.0,0.24
TOI-1266 b,TOI-1266,2020,Transit,10.8945,2.52,0.08,-0.08,3563.0,0.4232
TOI-1836 b,TOI-1836,2024,Transit,20.380799,8.00321222,0.3474784,-0.3474784,6380.0,1.577
Kepler-1103 b,Kepler-1103,2016,Transit,19.79191978,2.27,0.61,-0.27,6092.0,1.15
TOI-1036 b,TOI-1036,2026,Transit,3.77952125496,6.28499593,0.40458464,-0.39895686,5664.68,1.17554
EPIC 212424622 b,EPIC 212424622,2019,Transit,18.0983,2.17,0.67,-0.42,5782.33,1.2247
WASP-127 b,WASP-127,2016,Transit,4.17806203,14.694999,0.280225,-0.325061,5620.0,1.333
Kepler-32 f,Kepler-32,2012,Transit,0.74296,0.82,0.07,-0.07,3900.0,0.53
Kepler-1915 b,Kepler-1915,2021,Transit,13.83539963,3.21798413,,,6020.0,1.057
WASP-121 b,WASP-121,2016,Transit,1.27492504,19.52604438,0.06725388,-0.06725388,6628.0,1.461
K2-217 b,K2-217,2018,Transit,14.074524,3.57854073,0.69817052,-0.48514712,5967.0,1.333718
K2-275 c,K2-275,2018,Transit,8.4388385,2.21,0.08,-0.06,4841.0,0.69
Kepler-968 b,Kepler-968,2016,Transit,3.692983728,2.0,0.08,-0.08,4598.0,0.7
TOI-1756 b,TOI-1756,2026,Transit,2.78301736297,1.94225664,0.34679104,-0.20376951,3891.86,0.562607
HD 93963 A b,HD 93963 A,2022,Transit,1.0376109,1.46954368,0.07347231,-0.06596084,5908.0,1.0311
Kepler-1734 b,Kepler-1734,2021,Transit,6.796850204,3.08851092,,,6061.0,0.97
Kepler-1669 d,Kepler-1669,2023,Transit,4.72941177,1.22,0.05,-0.06,4224.0,0.603
Kepler-993 b,Kepler-993,2016,Transit,22.08557563,2.97,0.18,-0.12,3843.0,0.54
Kepler-288 b,Kepler-288,2014,Transit,6.097326,1.67,0.8,-0.8,5918.0,1.091
KELT-4 A b,KELT-4 A,2016,Transit,2.9895932,19.044091,0.515614,-0.504405,6206.0,1.603
Kepler-215 d,Kepler-215,2014,Transit,30.864423,2.39,0.55,-0.55,5739.0,1.027
Kepler-1867 b,Kepler-1867,2021,Transit,9.887359619,1.15985997,,,5693.0,0.816
EPIC 212737443 b,EPIC 212737443,2019,Transit,13.603,2.586,0.126,-0.126,4684.0,0.673
K2-270 c,K2-270,2018,Transit,4.400028,2.95,0.16,-0.16,4877.0,0.77
Kepler-48 b,Kepler-48,2012,Transit,4.778,1.88,0.1,-0.1,5194.0,0.89
Kepler-550 b,Kepler-550,2016,Transit,8.600104109,4.42,0.34,-0.27,5322.0,0.83
HD 106315 b,HD 106315,2017,Transit,9.55237,2.44,0.17,-0.17,6327.0,1.296
Kepler-215 c,Kepler-215,2014,Transit,14.667108,1.77,0.42,-0.42,5739.0,1.027
TOI-2169 A b,TOI-2169 A,2025,Transit,8.2148282,12.50922246,0.41473229,-0.40352331,6270.0,1.82
Kepler-763 d,Kepler-763,2023,Transit,6.50327035,1.67,0.08,-0.12,4999.0,0.843
K2-268 c,K2-268,2018,Transit,9.327527,2.69,0.77,-0.21,5106.0,0.78
HATS-50 b,HATS-50,2017,Transit,3.8297015,12.66617,0.840675,-0.840675,5990.0,1.117
Kepler-1134 b,Kepler-1134,2016,Transit,17.13263989,2.64,0.21,-0.26,5281.0,0.81
TOI-4308 b,TOI-4308,2023,Transit,9.151201,2.4189,0.1195,-0.1333,5243.0,0.7934
Kepler-1989 b,Kepler-1989,2023,Transit,10.161023528,4.62,1.37,-0.73,6032.0,1.06
Kepler-211 c,Kepler-211,2014,Transit,6.04045,1.29,0.09,-0.09,5123.0,0.816
TOI-1798.02,TOI-1798,2024,Transit,0.437811822,1.464,0.185,-0.113,5165.0,0.78
TOI-4600 b,TOI-4600,2023,Transit,82.6869,6.8,0.31,-0.3,5170.0,0.81
Kepler-567 b,Kepler-567,2016,Transit,16.54297375,2.25,0.15,-0.12,5148.0,0.79
TOI-2019 b,TOI-2019,2024,Transit,15.3444,5.33275337,0.26371361,-0.20823795,5626.0,1.7457
Kepler-24 b,Kepler-24,2011,Transit,8.14,2.348,0.092,-0.091,6028.0,1.099
Kepler-161 b,Kepler-161,2014,Transit,4.921355,2.12,0.14,-0.14,5078.0,0.806
Kepler-1670 b,Kepler-1670,2020,Transit,20.4998,3.3564801,,,5838.0,1.51889
